Date,Open,High,Low,Close,Adj Close,Volume
2020-07-06,88.250000,88.330002,88.180000,88.309998,86.399765,4026800
2020-07-07,88.370003,88.449997,88.290001,88.449997,86.536743,3300800
2020-07-08,88.480003,88.489998,88.349998,88.400002,86.487831,2908100
2020-07-09,88.449997,88.690002,88.430000,88.639999,86.722641,3189700
2020-07-10,88.750000,88.750000,88.519997,88.540001,86.624802,2960500
2020-07-13,88.529999,88.599998,88.489998,88.580002,86.663940,3115800
2020-07-14,88.669998,88.739998,88.639999,88.690002,86.771545,3067300
2020-07-15,88.720001,88.769997,88.629997,88.699997,86.781334,3349900
2020-07-16,88.820000,88.860001,88.760002,88.760002,86.840042,2856100
2020-07-17,88.910004,88.930000,88.769997,88.849998,86.928085,2430300
2020-07-20,89.000000,89.000000,88.879997,88.940002,87.016151,2771000
2020-07-21,89.010002,89.040001,88.970001,88.989998,87.065063,3044700
2020-07-22,89.120003,89.139999,89.050003,89.110001,87.182465,5609100
2020-07-23,89.239998,89.239998,89.150002,89.190002,87.260727,4394900
2020-07-24,89.160004,89.230003,89.089996,89.169998,87.241158,2980400
2020-07-27,89.269997,89.279999,89.000000,89.110001,87.182465,5146900
2020-07-28,89.209999,89.239998,89.080002,89.150002,87.221588,5547800
2020-07-29,89.199997,89.290001,89.160004,89.290001,87.358574,3136200
2020-07-30,89.320000,89.370003,89.300003,89.339996,87.407501,2621100
2020-07-31,89.349998,89.470001,89.269997,89.459999,87.524895,5110000
2020-08-03,89.320000,89.330002,89.169998,89.269997,87.494514,6270000
2020-08-04,89.370003,89.459999,89.349998,89.459999,87.680740,5325100
2020-08-05,89.370003,89.389999,89.279999,89.339996,87.563126,4931500
2020-08-06,89.480003,89.580002,89.440002,89.480003,87.700356,3933400
2020-08-07,89.550003,89.589996,89.349998,89.379997,87.602325,3764400
2020-08-10,89.480003,89.500000,89.269997,89.279999,87.504318,3708400
2020-08-11,89.099998,89.099998,88.879997,88.970001,87.200493,8125700
2020-08-12,88.849998,88.849998,88.709999,88.739998,86.975044,4530800
2020-08-13,88.769997,88.769997,88.360001,88.449997,86.690811,3969800
2020-08-14,88.500000,88.540001,88.330002,88.349998,86.592812,3454400
2020-08-17,88.440002,88.550003,88.389999,88.459999,86.700623,3995400
2020-08-18,88.570000,88.629997,88.510002,88.580002,86.818245,6371100
2020-08-19,88.699997,88.699997,88.400002,88.430000,86.671234,4628100
2020-08-20,88.660004,88.680000,88.570000,88.580002,86.818245,4623400
2020-08-21,88.680000,88.769997,88.580002,88.769997,87.004456,3642100
2020-08-24,88.750000,88.790001,88.639999,88.669998,86.906456,2960400
2020-08-25,88.519997,88.559998,88.339996,88.500000,86.739830,4830800
2020-08-26,88.470001,88.510002,88.349998,88.449997,86.690811,4853800
2020-08-27,88.620003,88.620003,88.120003,88.129997,86.377197,5125700
2020-08-28,88.239998,88.290001,88.120003,88.199997,86.445793,4281200
2020-08-31,88.300003,88.540001,88.260002,88.459999,86.700623,16000300
2020-09-01,88.250000,88.570000,88.180000,88.550003,86.939209,7201700
2020-09-02,88.540001,88.769997,88.529999,88.739998,87.125740,5054900
2020-09-03,88.809998,88.889999,88.709999,88.750000,87.135559,7543900
2020-09-04,88.620003,88.639999,88.230003,88.230003,86.625023,6588300
2020-09-08,88.419998,88.489998,88.320000,88.360001,86.752663,4440300
2020-09-09,88.400002,88.449997,88.239998,88.300003,86.693771,6048200
2020-09-10,88.230003,88.360001,88.169998,88.320000,86.713402,5331800
2020-09-11,88.430000,88.459999,88.349998,88.410004,86.801750,5301400
2020-09-14,88.489998,88.529999,88.400002,88.410004,86.801750,4256400
2020-09-15,88.459999,88.489998,88.400002,88.459999,86.850845,3746900
2020-09-16,88.580002,88.599998,88.339996,88.440002,86.831223,4851800
2020-09-17,88.599998,88.610001,88.419998,88.440002,86.831223,2815400
2020-09-18,88.519997,88.519997,88.330002,88.339996,86.733025,2938800
2020-09-21,88.489998,88.500000,88.379997,88.389999,86.782120,4981500
2020-09-22,88.400002,88.470001,88.349998,88.419998,86.811584,4442200
2020-09-23,88.410004,88.440002,88.220001,88.220001,86.615196,4659600
2020-09-24,88.320000,88.330002,88.190002,88.230003,86.625023,4225900
2020-09-25,88.300003,88.300003,88.190002,88.220001,86.615196,5602600
2020-09-28,88.269997,88.309998,88.230003,88.300003,86.693771,4215100
2020-09-29,88.389999,88.440002,88.330002,88.360001,86.752663,7929700
2020-09-30,88.279999,88.300003,88.129997,88.220001,86.615196,6113600
2020-10-01,87.989998,88.190002,87.970001,88.160004,86.703728,4485900
2020-10-02,88.209999,88.209999,87.980003,88.099998,86.644722,5557100
2020-10-05,87.980003,87.980003,87.769997,87.769997,86.320175,6298400
2020-10-06,87.860001,88.040001,87.739998,87.889999,86.438187,5705900
2020-10-07,87.820000,87.900002,87.720001,87.769997,86.320175,3494600
2020-10-08,87.889999,87.949997,87.849998,87.919998,86.467682,5661600
2020-10-09,87.830002,87.940002,87.760002,87.940002,86.487350,4105000
2020-10-12,87.989998,88.099998,87.959999,88.070000,86.615219,3383500
2020-10-13,88.120003,88.199997,88.089996,88.139999,86.684052,4121100
2020-10-14,88.169998,88.230003,88.120003,88.190002,86.733223,6966400
